"GEO_ID","NAME","P1_001N","P1_001NA","P1_002N","P1_002NA","P1_003N","P1_003NA","P1_004N","P1_004NA","P1_005N","P1_005NA","P1_006N","P1_006NA","P1_007N","P1_007NA","P1_008N","P1_008NA","P1_009N","P1_009NA","P1_010N","P1_010NA","P1_011N","P1_011NA","P1_012N","P1_012NA","P1_013N","P1_013NA","P1_014N","P1_014NA","P1_015N","P1_015NA","P1_016N","P1_016NA","P1_017N","P1_017NA","P1_018N","P1_018NA","P1_019N","P1_019NA","P1_020N","P1_020NA","P1_021N","P1_021NA","P1_022N","P1_022NA","P1_023N","P1_023NA","P1_024N","P1_024NA","P1_025N","P1_025NA","P1_026N","P1_026NA","P1_027N","P1_027NA","P1_028N","P1_028NA","P1_029N","P1_029NA","P1_030N","P1_030NA","P1_031N","P1_031NA","P1_032N","P1_032NA","P1_033N","P1_033NA","P1_034N","P1_034NA","P1_035N","P1_035NA","P1_036N","P1_036NA","P1_037N","P1_037NA","P1_038N","P1_038NA","P1_039N","P1_039NA","P1_040N","P1_040NA","P1_041N","P1_041NA","P1_042N","P1_042NA","P1_043N","P1_043NA","P1_044N","P1_044NA","P1_045N","P1_045NA","P1_046N","P1_046NA","P1_047N","P1_047NA","P1_048N","P1_048NA","P1_049N","P1_049NA","P1_050N","P1_050NA","P1_051N","P1_051NA","P1_052N","P1_052NA","P1_053N","P1_053NA","P1_054N","P1_054NA","P1_055N","P1_055NA","P1_056N","P1_056NA","P1_057N","P1_057NA","P1_058N","P1_058NA","P1_059N","P1_059NA","P1_060N","P1_060NA","P1_061N","P1_061NA","P1_062N","P1_062NA","P1_063N","P1_063NA","P1_064N","P1_064NA","P1_065N","P1_065NA","P1_066N","P1_066NA","P1_067N","P1_067NA","P1_068N","P1_068NA","P1_069N","P1_069NA","P1_070N","P1_070NA","P1_071N","P1_071NA",
"1400000US25025081101","Census Tract 811.01, Suffolk County, Massachusetts","1484","null","1342","null","841","null","163","null","0","null","299","null","0","null","39","null","142","null","126","null","10","null","0","null","24","null","0","null","72","null","2","null","5","null","0","null","9","null","0","null","0","null","2","null","1","null","0","null","1","null","15","null","3","null","0","null","0","null","0","null","0","null","0","null","2","null","3","null","6","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081102","Census Tract 811.02, Suffolk County, Massachusetts","3165","null","2871","null","1319","null","563","null","16","null","733","null","0","null","240","null","294","null","270","null","19","null","1","null","49","null","1","null","127","null","4","null","3","null","1","null","57","null","0","null","1","null","1","null","0","null","3","null","3","null","21","null","10","null","2","null","0","null","4","null","0","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081200","Census Tract 812, Suffolk County, Massachusetts","3506","null","2876","null","775","null","1059","null","34","null","157","null","0","null","851","null","630","null","591","null","48","null","6","null","35","null","0","null","273","null","2","null","1","null","3","null","205","null","0","null","0","null","12","null","0","null","6","null","0","null","33","null","15","null","0","null","0","null","17","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","4","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081301","Census Tract 813.01, Suffolk County, Massachusetts","2394","null","2021","null","492","null","870","null","20","null","62","null","5","null","572","null","373","null","335","null","35","null","4","null","14","null","0","null","108","null","16","null","5","null","0","null","133","null","0","null","0","null","3","null","0","null","2","null","15","null","28","null","7","null","0","null","0","null","17","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","10","null","1","null","0","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081302","Census Tract 813.02, Suffolk County, Massachusetts","3080","null","2595","null","381","null","1339","null","22","null","67","null","0","null","786","null","485","null","460","null","54","null","6","null","2","null","0","null","166","null","14","null","0","null","0","null","197","null","0","null","1","null","15","null","0","null","5","null","0","null","23","null","11","null","2","null","0","null","3","null","0","null","1","null","1","null","1","null","1","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081400","Census Tract 814, Suffolk County, Massachusetts","3774","null","3326","null","1236","null","1413","null","20","null","327","null","1","null","329","null","448","null","412","null","57","null","11","null","39","null","0","null","145","null","19","null","0","null","2","null","136","null","1","null","0","null","2","null","0","null","0","null","0","null","30","null","8","null","0","null","0","null","20","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081500","Census Tract 815, Suffolk County, Massachusetts","2449","null","2092","null","462","null","1173","null","23","null","120","null","0","null","314","null","357","null","320","null","37","null","14","null","10","null","1","null","100","null","18","null","6","null","0","null","130","null","0","null","0","null","2","null","1","null","0","null","1","null","37","null","13","null","7","null","0","null","15","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081700","Census Tract 817, Suffolk County, Massachusetts","4141","null","3644","null","399","null","2467","null","38","null","158","null","0","null","582","null","497","null","454","null","60","null","11","null","13","null","0","null","129","null","44","null","7","null","0","null","176","null","1","null","0","null","5","null","0","null","0","null","8","null","33","null","19","null","0","null","0","null","8","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","10","null","0","null","0","null","7","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081800","Census Tract 818, Suffolk County, Massachusetts","3567","null","3048","null","361","null","2066","null","11","null","46","null","0","null","564","null","519","null","470","null","52","null","6","null","7","null","0","null","137","null","32","null","5","null","3","null","211","null","0","null","0","null","0","null","4","null","0","null","13","null","40","null","15","null","1","null","0","null","13","null","1","null","0","null","6","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","9","null","3","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025081900","Census Tract 819, Suffolk County, Massachusetts","3671","null","3156","null","239","null","2189","null","20","null","33","null","0","null","675","null","515","null","472","null","49","null","5","null","7","null","0","null","89","null","29","null","5","null","2","null","278","null","0","null","0","null","2","null","0","null","5","null","1","null","41","null","6","null","0","null","0","null","26","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025082000","Census Tract 820, Suffolk County, Massachusetts","3195","null","2748","null","218","null","1972","null","20","null","32","null","1","null","505","null","447","null","407","null","49","null","5","null","9","null","0","null","101","null","37","null","3","null","7","null","190","null","0","null","0","null","0","null","0","null","0","null","6","null","34","null","16","null","0","null","2","null","5","null","0","null","0","null","3","null","0","null","2","null","0","null","1","null","0","null","4","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","2","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025082100","Census Tract 821, Suffolk County, Massachusetts","5224","null","4499","null","332","null","2953","null","49","null","59","null","3","null","1103","null","725","null","679","null","72","null","4","null","6","null","4","null","162","null","47","null","1","null","4","null","353","null","0","null","0","null","9","null","0","null","9","null","8","null","38","null","8","null","0","null","0","null","23","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025090100","Census Tract 901, Suffolk County, Massachusetts","5171","null","4459","null","229","null","3181","null","70","null","62","null","6","null","911","null","712","null","666","null","47","null","7","null","1","null","0","null","129","null","40","null","6","null","0","null","423","null","0","null","0","null","5","null","0","null","0","null","8","null","37","null","11","null","1","null","0","null","17","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","9","null","0","null","0","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025090200","Census Tract 902, Suffolk County, Massachusetts","2412","null","1932","null","191","null","1062","null","16","null","58","null","0","null","605","null","480","null","455","null","30","null","8","null","1","null","2","null","97","null","13","null","7","null","0","null","271","null","0","null","0","null","16","null","0","null","7","null","3","null","22","null","7","null","0","null","0","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025090300","Census Tract 903, Suffolk County, Massachusetts","3795","null","3128","null","174","null","2010","null","33","null","48","null","1","null","862","null","667","null","609","null","70","null","0","null","6","null","0","null","104","null","15","null","4","null","3","null","399","null","0","null","0","null","3","null","0","null","0","null","5","null","56","null","13","null","1","null","0","null","38","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025090400","Census Tract 904, Suffolk County, Massachusetts","4101","null","3226","null","272","null","1920","null","18","null","146","null","3","null","867","null","875","null","833","null","46","null","4","null","11","null","0","null","125","null","21","null","10","null","0","null","603","null","0","null","0","null","2","null","0","null","2","null","9","null","38","null","8","null","0","null","0","null","23","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025090600","Census Tract 906, Suffolk County, Massachusetts","2450","null","1694","null","212","null","800","null","9","null","50","null","0","null","623","null","756","null","721","null","21","null","5","null","6","null","0","null","123","null","10","null","3","null","1","null","540","null","1","null","0","null","2","null","0","null","5","null","4","null","29","null","4","null","4","null","1","null","11","null","0","null","0","null","5","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","4","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025090700","Census Tract 907, Suffolk County, Massachusetts","4673","null","4324","null","2949","null","312","null","13","null","826","null","1","null","223","null","349","null","327","null","42","null","17","null","19","null","0","null","134","null","1","null","1","null","1","null","104","null","0","null","0","null","5","null","0","null","3","null","0","null","19","null","7","null","0","null","0","null","8","null","0","null","0","null","1","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025090901","Census Tract 909.01, Suffolk County, Massachusetts","3600","null","3229","null","1100","null","566","null","8","null","1115","null","9","null","431","null","371","null","345","null","42","null","8","null","48","null","0","null","167","null","5","null","4","null","0","null","65","null","0","null","0","null","3","null","0","null","3","null","0","null","23","null","1","null","5","null","0","null","11","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091001","Census Tract 910.01, Suffolk County, Massachusetts","3255","null","3019","null","1825","null","290","null","19","null","704","null","1","null","180","null","236","null","220","null","30","null","6","null","42","null","0","null","68","null","15","null","0","null","0","null","55","null","0","null","0","null","0","null","0","null","0","null","4","null","14","null","6","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091100","Census Tract 911, Suffolk County, Massachusetts","4916","null","4540","null","2603","null","454","null","30","null","1202","null","0","null","251","null","376","null","347","null","33","null","8","null","31","null","1","null","133","null","7","null","2","null","0","null","123","null","0","null","0","null","2","null","1","null","2","null","4","null","24","null","11","null","1","null","0","null","4","null","0","null","0","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","5","null","2","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091200","Census Tract 912, Suffolk County, Massachusetts","3140","null","2553","null","1213","null","626","null","3","null","174","null","2","null","535","null","587","null","543","null","33","null","7","null","15","null","0","null","117","null","11","null","4","null","0","null","352","null","0","null","0","null","4","null","0","null","0","null","0","null","41","null","23","null","0","null","0","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091300","Census Tract 913, Suffolk County, Massachusetts","2626","null","1957","null","331","null","775","null","13","null","112","null","1","null","725","null","669","null","635","null","27","null","0","null","5","null","0","null","107","null","5","null","1","null","0","null","487","null","0","null","0","null","1","null","0","null","0","null","2","null","29","null","5","null","4","null","0","null","10","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","1","null","5","null","0","null","0","null","0","null","1","null","4","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091400","Census Tract 914, Suffolk County, Massachusetts","2886","null","2320","null","293","null","1310","null","25","null","40","null","2","null","650","null","566","null","519","null","40","null","6","null","9","null","0","null","108","null","8","null","0","null","2","null","337","null","3","null","0","null","0","null","1","null","3","null","2","null","43","null","4","null","0","null","0","null","19","null","0","null","0","null","6","null","0","null","7","null","0","null","0","null","0","null","3","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091500","Census Tract 915, Suffolk County, Massachusetts","4588","null","3438","null","752","null","1392","null","18","null","272","null","2","null","1002","null","1150","null","1103","null","57","null","17","null","17","null","0","null","123","null","15","null","4","null","3","null","864","null","0","null","0","null","2","null","1","null","0","null","0","null","41","null","8","null","1","null","0","null","29","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","6","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091600","Census Tract 916, Suffolk County, Massachusetts","3200","null","2713","null","520","null","753","null","52","null","928","null","0","null","460","null","487","null","450","null","43","null","2","null","2","null","1","null","58","null","14","null","1","null","2","null","310","null","2","null","0","null","2","null","7","null","4","null","2","null","32","null","11","null","4","null","0","null","10","null","0","null","0","null","0","null","0","null","5","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091700","Census Tract 917, Suffolk County, Massachusetts","3203","null","2486","null","254","null","1425","null","44","null","157","null","0","null","606","null","717","null","684","null","41","null","3","null","9","null","2","null","83","null","18","null","1","null","1","null","509","null","1","null","0","null","5","null","0","null","6","null","5","null","30","null","6","null","1","null","0","null","15","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091800","Census Tract 918, Suffolk County, Massachusetts","3718","null","2787","null","267","null","1675","null","28","null","121","null","0","null","696","null","931","null","906","null","47","null","8","null","4","null","0","null","79","null","15","null","9","null","0","null","739","null","0","null","0","null","2","null","0","null","1","null","2","null","21","null","6","null","0","null","0","null","13","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025091900","Census Tract 919, Suffolk County, Massachusetts","4278","null","3551","null","219","null","2587","null","32","null","65","null","0","null","648","null","727","null","662","null","33","null","3","null","2","null","1","null","94","null","34","null","4","null","14","null","463","null","0","null","0","null","1","null","0","null","10","null","3","null","64","null","6","null","2","null","0","null","43","null","0","null","0","null","4","null","0","null","1","null","0","null","4","null","0","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025092000","Census Tract 920, Suffolk County, Massachusetts","5180","null","4312","null","495","null","2358","null","51","null","656","null","3","null","749","null","868","null","813","null","58","null","17","null","15","null","0","null","111","null","37","null","6","null","0","null","545","null","0","null","0","null","12","null","0","null","12","null","0","null","52","null","10","null","5","null","0","null","24","null","0","null","0","null","7","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025092101","Census Tract 921.01, Suffolk County, Massachusetts","6921","null","6340","null","1991","null","1351","null","35","null","2394","null","4","null","565","null","581","null","524","null","83","null","13","null","46","null","1","null","121","null","14","null","8","null","1","null","217","null","3","null","0","null","7","null","3","null","7","null","0","null","53","null","7","null","7","null","0","null","22","null","2","null","0","null","9","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","2","null","0","null","0","null","0","null","4","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025092200","Census Tract 922, Suffolk County, Massachusetts","3602","null","3138","null","808","null","1307","null","25","null","667","null","5","null","326","null","464","null","433","null","63","null","11","null","20","null","0","null","85","null","11","null","2","null","0","null","222","null","4","null","0","null","3","null","1","null","10","null","1","null","28","null","16","null","0","null","0","null","5","null","2","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","1","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025092300","Census Tract 923, Suffolk County, Massachusetts","3301","null","2829","null","167","null","2156","null","34","null","134","null","0","null","338","null","472","null","452","null","51","null","2","null","0","null","0","null","64","null","14","null","7","null","0","null","310","null","0","null","0","null","2","null","0","null","2","null","0","null","18","null","1","null","6","null","0","null","7","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025092400","Census Tract 924, Suffolk County, Massachusetts","6067","null","4982","null","385","null","3233","null","85","null","77","null","0","null","1202","null","1085","null","1008","null","99","null","2","null","9","null","0","null","233","null","36","null","5","null","17","null","575","null","0","null","0","null","17","null","0","null","2","null","13","null","71","null","19","null","6","null","0","null","25","null","1","null","0","null","5","null","1","null","0","null","0","null","0","null","0","null","5","null","8","null","1","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025100100","Census Tract 1001, Suffolk County, Massachusetts","5722","null","4901","null","257","null","3467","null","44","null","66","null","5","null","1062","null","821","null","764","null","60","null","9","null","10","null","2","null","191","null","29","null","6","null","1","null","438","null","2","null","0","null","5","null","3","null","3","null","5","null","49","null","13","null","6","null","0","null","17","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","5","null","1","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025100200","Census Tract 1002, Suffolk County, Massachusetts","2919","null","2566","null","90","null","2065","null","15","null","37","null","0","null","359","null","353","null","341","null","60","null","4","null","9","null","1","null","68","null","27","null","0","null","3","null","161","null","1","null","0","null","2","null","0","null","3","null","2","null","10","null","3","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025100300","Census Tract 1003, Suffolk County, Massachusetts","3737","null","3212","null","178","null","2607","null","12","null","105","null","1","null","309","null","525","null","506","null","69","null","2","null","10","null","1","null","57","null","26","null","4","null","0","null","317","null","0","null","0","null","6","null","0","null","11","null","3","null","19","null","10","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025100400","Census Tract 1004, Suffolk County, Massachusetts","5068","null","4520","null","866","null","2845","null","13","null","370","null","3","null","423","null","548","null","496","null","56","null","17","null","15","null","1","null","75","null","31","null","14","null","6","null","267","null","5","null","0","null","0","null","2","null","7","null","0","null","31","null","10","null","0","null","0","null","5","null","1","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","19","null","3","null","0","null","16","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025100500","Census Tract 1005, Suffolk County, Massachusetts","6576","null","5873","null","1019","null","3278","null","38","null","671","null","10","null","857","null","703","null","662","null","81","null","10","null","17","null","0","null","145","null","23","null","15","null","3","null","346","null","0","null","0","null","4","null","0","null","1","null","17","null","38","null","9","null","1","null","0","null","19","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025100601","Census Tract 1006.01, Suffolk County, Massachusetts","5342","null","4792","null","2135","null","1203","null","11","null","1085","null","0","null","358","null","550","null","514","null","58","null","10","null","55","null","0","null","89","null","11","null","8","null","0","null","273","null","0","null","0","null","0","null","1","null","4","null","5","null","35","null","6","null","0","null","0","null","22","null","0","null","0","null","4","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
