GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010
"G25000100101001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010101001",,,"Block Group 1, Census Tract 101, Barnstable County, Massachusetts",826,795,0,0,31,0,0,0,0,0,"Block Group 1, Census Tract 101, Barnstable County, Massachusetts",190,192,13,13,44,13,13,13,13,13
"G25000100101002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010101002",,,"Block Group 2, Census Tract 101, Barnstable County, Massachusetts",460,419,11,0,13,0,0,17,11,6,"Block Group 2, Census Tract 101, Barnstable County, Massachusetts",121,113,19,13,20,13,13,22,19,11
"G25000100101003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010101003",,,"Block Group 3, Census Tract 101, Barnstable County, Massachusetts",619,533,29,0,15,0,0,42,0,42,"Block Group 3, Census Tract 101, Barnstable County, Massachusetts",136,121,44,13,16,13,13,39,13,39
"G25000100101004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010101004",,,"Block Group 4, Census Tract 101, Barnstable County, Massachusetts",487,420,18,0,10,0,0,39,0,39,"Block Group 4, Census Tract 101, Barnstable County, Massachusetts",206,164,24,13,14,13,13,54,13,54
"G25000100101005","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010100","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010101005",,,"Block Group 5, Census Tract 101, Barnstable County, Massachusetts",580,472,0,0,0,0,108,0,0,0,"Block Group 5, Census Tract 101, Barnstable County, Massachusetts",159,134,13,13,13,13,157,13,13,13
"G25000100102061","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010206","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010102061",,,"Block Group 1, Census Tract 102.06, Barnstable County, Massachusetts",792,508,12,0,1,0,1,270,0,270,"Block Group 1, Census Tract 102.06, Barnstable County, Massachusetts",371,190,19,13,3,13,3,250,13,250
"G25000100102062","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010206","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010102062",,,"Block Group 2, Census Tract 102.06, Barnstable County, Massachusetts",1692,1437,66,0,20,0,10,159,0,159,"Block Group 2, Census Tract 102.06, Barnstable County, Massachusetts",384,332,74,13,31,13,16,119,13,119
"G25000100102063","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010206","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010102063",,,"Block Group 3, Census Tract 102.06, Barnstable County, Massachusetts",1178,1138,15,0,0,0,25,0,0,0,"Block Group 3, Census Tract 102.06, Barnstable County, Massachusetts",280,272,23,13,13,13,38,13,13,13
"G25000100102081","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010208","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010102081",,,"Block Group 1, Census Tract 102.08, Barnstable County, Massachusetts",442,442,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 102.08, Barnstable County, Massachusetts",227,227,13,13,13,13,13,13,13,13
"G25000100102082","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010208","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010102082",,,"Block Group 2, Census Tract 102.08, Barnstable County, Massachusetts",290,290,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 102.08, Barnstable County, Massachusetts",201,201,13,13,13,13,13,13,13,13
"G25000100102083","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010208","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010102083",,,"Block Group 3, Census Tract 102.08, Barnstable County, Massachusetts",344,304,38,0,0,0,1,1,0,1,"Block Group 3, Census Tract 102.08, Barnstable County, Massachusetts",178,151,64,13,13,13,2,2,13,2
"G25000100103041","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010304","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010103041",,,"Block Group 1, Census Tract 103.04, Barnstable County, Massachusetts",1249,1176,19,0,54,0,0,0,0,0,"Block Group 1, Census Tract 103.04, Barnstable County, Massachusetts",263,246,29,13,52,13,13,13,13,13
"G25000100103042","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010304","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010103042",,,"Block Group 2, Census Tract 103.04, Barnstable County, Massachusetts",548,528,0,0,20,0,0,0,0,0,"Block Group 2, Census Tract 103.04, Barnstable County, Massachusetts",167,163,13,13,23,13,13,13,13,13
"G25000100103043","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010304","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010103043",,,"Block Group 3, Census Tract 103.04, Barnstable County, Massachusetts",698,615,0,0,67,0,0,16,0,16,"Block Group 3, Census Tract 103.04, Barnstable County, Massachusetts",247,238,13,13,99,13,13,20,13,20
"G25000100103061","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010306","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010103061",,,"Block Group 1, Census Tract 103.06, Barnstable County, Massachusetts",804,779,0,0,0,0,14,11,0,11,"Block Group 1, Census Tract 103.06, Barnstable County, Massachusetts",260,263,13,13,13,13,21,20,13,20
"G25000100103062","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010306","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010103062",,,"Block Group 2, Census Tract 103.06, Barnstable County, Massachusetts",1068,963,0,28,0,0,77,0,0,0,"Block Group 2, Census Tract 103.06, Barnstable County, Massachusetts",285,256,13,41,13,13,108,13,13,13
"G25000100103063","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010306","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010103063",,,"Block Group 3, Census Tract 103.06, Barnstable County, Massachusetts",529,529,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 103.06, Barnstable County, Massachusetts",173,173,13,13,13,13,13,13,13,13
"G25000100104001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010104001",,,"Block Group 1, Census Tract 104, Barnstable County, Massachusetts",644,644,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 104, Barnstable County, Massachusetts",226,226,13,13,13,13,13,13,13,13
"G25000100104002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010104002",,,"Block Group 2, Census Tract 104, Barnstable County, Massachusetts",778,627,115,0,0,0,0,36,36,0,"Block Group 2, Census Tract 104, Barnstable County, Massachusetts",228,174,154,13,13,13,13,56,56,13
"G25000100104003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010104003",,,"Block Group 3, Census Tract 104, Barnstable County, Massachusetts",746,674,0,0,72,0,0,0,0,0,"Block Group 3, Census Tract 104, Barnstable County, Massachusetts",282,272,13,13,88,13,13,13,13,13
"G25000100104004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010400","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010104004",,,"Block Group 4, Census Tract 104, Barnstable County, Massachusetts",829,829,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 104, Barnstable County, Massachusetts",245,245,13,13,13,13,13,13,13,13
"G25000100105001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010105001",,,"Block Group 1, Census Tract 105, Barnstable County, Massachusetts",1496,1449,0,0,7,0,40,0,0,0,"Block Group 1, Census Tract 105, Barnstable County, Massachusetts",289,279,13,13,11,13,62,13,13,13
"G25000100105002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010105002",,,"Block Group 2, Census Tract 105, Barnstable County, Massachusetts",517,517,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 105, Barnstable County, Massachusetts",221,221,13,13,13,13,13,13,13,13
"G25000100105003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010500","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010105003",,,"Block Group 3, Census Tract 105, Barnstable County, Massachusetts",802,799,3,0,0,0,0,0,0,0,"Block Group 3, Census Tract 105, Barnstable County, Massachusetts",271,273,6,13,13,13,13,13,13,13
"G25000100106001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010106001",,,"Block Group 1, Census Tract 106, Barnstable County, Massachusetts",485,481,4,0,0,0,0,0,0,0,"Block Group 1, Census Tract 106, Barnstable County, Massachusetts",136,138,9,13,13,13,13,13,13,13
"G25000100106002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010106002",,,"Block Group 2, Census Tract 106, Barnstable County, Massachusetts",794,744,50,0,0,0,0,0,0,0,"Block Group 2, Census Tract 106, Barnstable County, Massachusetts",215,204,77,13,13,13,13,13,13,13
"G25000100106003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010106003",,,"Block Group 3, Census Tract 106, Barnstable County, Massachusetts",1373,1321,24,0,0,0,0,28,0,28,"Block Group 3, Census Tract 106, Barnstable County, Massachusetts",304,312,35,13,13,13,13,41,13,41
"G25000100106004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010600","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010106004",,,"Block Group 4, Census Tract 106, Barnstable County, Massachusetts",307,307,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 106, Barnstable County, Massachusetts",141,141,13,13,13,13,13,13,13,13
"G25000100107001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010700","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010107001",,,"Block Group 1, Census Tract 107, Barnstable County, Massachusetts",900,751,35,0,114,0,0,0,0,0,"Block Group 1, Census Tract 107, Barnstable County, Massachusetts",258,229,37,13,141,13,13,13,13,13
"G25000100107002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010700","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010107002",,,"Block Group 2, Census Tract 107, Barnstable County, Massachusetts",1066,1066,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 107, Barnstable County, Massachusetts",260,260,13,13,13,13,13,13,13,13
"G25000100107003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010700","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010107003",,,"Block Group 3, Census Tract 107, Barnstable County, Massachusetts",508,508,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 107, Barnstable County, Massachusetts",179,179,13,13,13,13,13,13,13,13
"G25000100107004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010700","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010107004",,,"Block Group 4, Census Tract 107, Barnstable County, Massachusetts",576,576,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 107, Barnstable County, Massachusetts",206,206,13,13,13,13,13,13,13,13
"G25000100108001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010108001",,,"Block Group 1, Census Tract 108, Barnstable County, Massachusetts",1092,1092,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 108, Barnstable County, Massachusetts",420,420,13,13,13,13,13,13,13,13
"G25000100108002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010108002",,,"Block Group 2, Census Tract 108, Barnstable County, Massachusetts",84,84,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 108, Barnstable County, Massachusetts",70,70,13,13,13,13,13,13,13,13
"G25000100108003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010108003",,,"Block Group 3, Census Tract 108, Barnstable County, Massachusetts",698,698,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 108, Barnstable County, Massachusetts",249,249,13,13,13,13,13,13,13,13
"G25000100108004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010800","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010108004",,,"Block Group 4, Census Tract 108, Barnstable County, Massachusetts",565,505,10,0,0,0,0,50,0,50,"Block Group 4, Census Tract 108, Barnstable County, Massachusetts",284,258,13,13,13,13,13,79,13,79
"G25000100108005","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010800","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010108005",,,"Block Group 5, Census Tract 108, Barnstable County, Massachusetts",1954,1954,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 108, Barnstable County, Massachusetts",402,402,13,13,13,13,13,13,13,13
"G25000100109001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010900","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010109001",,,"Block Group 1, Census Tract 109, Barnstable County, Massachusetts",1697,1657,4,0,0,0,0,36,14,22,"Block Group 1, Census Tract 109, Barnstable County, Massachusetts",393,399,4,13,13,13,13,56,34,40
"G25000100109002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010900","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010109002",,,"Block Group 2, Census Tract 109, Barnstable County, Massachusetts",1268,1147,0,0,28,23,0,70,17,53,"Block Group 2, Census Tract 109, Barnstable County, Massachusetts",397,382,13,13,43,40,13,72,31,66
"G25000100109003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010900","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010109003",,,"Block Group 3, Census Tract 109, Barnstable County, Massachusetts",1688,1644,0,0,0,0,0,44,0,44,"Block Group 3, Census Tract 109, Barnstable County, Massachusetts",529,509,13,13,13,13,13,64,13,64
"G25000100109004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"010900","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010109004",,,"Block Group 4, Census Tract 109, Barnstable County, Massachusetts",765,734,0,0,31,0,0,0,0,0,"Block Group 4, Census Tract 109, Barnstable County, Massachusetts",413,412,13,13,51,13,13,13,13,13
"G25000100110021","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011002","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010110021",,,"Block Group 1, Census Tract 110.02, Barnstable County, Massachusetts",525,520,0,0,0,0,0,5,0,5,"Block Group 1, Census Tract 110.02, Barnstable County, Massachusetts",192,193,13,13,13,13,13,10,13,10
"G25000100110022","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011002","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010110022",,,"Block Group 2, Census Tract 110.02, Barnstable County, Massachusetts",595,554,13,0,14,0,14,0,0,0,"Block Group 2, Census Tract 110.02, Barnstable County, Massachusetts",228,224,23,13,20,13,16,13,13,13
"G25000100110023","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011002","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010110023",,,"Block Group 3, Census Tract 110.02, Barnstable County, Massachusetts",619,619,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 110.02, Barnstable County, Massachusetts",194,194,13,13,13,13,13,13,13,13
"G25000100110024","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011002","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010110024",,,"Block Group 4, Census Tract 110.02, Barnstable County, Massachusetts",2341,2020,31,0,0,0,133,157,63,94,"Block Group 4, Census Tract 110.02, Barnstable County, Massachusetts",451,438,50,13,13,13,84,178,86,100
"G25000100111001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010111001",,,"Block Group 1, Census Tract 111, Barnstable County, Massachusetts",809,809,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 111, Barnstable County, Massachusetts",358,358,13,13,13,13,13,13,13,13
"G25000100111002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010111002",,,"Block Group 2, Census Tract 111, Barnstable County, Massachusetts",1478,1478,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 111, Barnstable County, Massachusetts",607,607,13,13,13,13,13,13,13,13
"G25000100111003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010111003",,,"Block Group 3, Census Tract 111, Barnstable County, Massachusetts",1649,1635,0,0,14,0,0,0,0,0,"Block Group 3, Census Tract 111, Barnstable County, Massachusetts",833,832,13,13,23,13,13,13,13,13
"G25000100111004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010111004",,,"Block Group 4, Census Tract 111, Barnstable County, Massachusetts",734,727,0,0,0,7,0,0,0,0,"Block Group 4, Census Tract 111, Barnstable County, Massachusetts",430,430,13,13,13,11,13,13,13,13
"G25000100112001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010112001",,,"Block Group 1, Census Tract 112, Barnstable County, Massachusetts",1244,1130,114,0,0,0,0,0,0,0,"Block Group 1, Census Tract 112, Barnstable County, Massachusetts",267,280,136,13,13,13,13,13,13,13
"G25000100112002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010112002",,,"Block Group 2, Census Tract 112, Barnstable County, Massachusetts",969,837,78,0,0,0,0,54,0,54,"Block Group 2, Census Tract 112, Barnstable County, Massachusetts",261,250,95,13,13,13,13,51,13,51
"G25000100112003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010112003",,,"Block Group 3, Census Tract 112, Barnstable County, Massachusetts",597,597,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 112, Barnstable County, Massachusetts",326,326,13,13,13,13,13,13,13,13
"G25000100112004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011200","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010112004",,,"Block Group 4, Census Tract 112, Barnstable County, Massachusetts",608,534,22,0,0,0,24,28,0,28,"Block Group 4, Census Tract 112, Barnstable County, Massachusetts",203,185,51,13,13,13,38,43,13,43
"G25000100113001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010113001",,,"Block Group 1, Census Tract 113, Barnstable County, Massachusetts",445,430,0,0,0,0,0,15,0,15,"Block Group 1, Census Tract 113, Barnstable County, Massachusetts",133,135,13,13,13,13,13,34,13,34
"G25000100113002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010113002",,,"Block Group 2, Census Tract 113, Barnstable County, Massachusetts",1162,1038,0,0,18,0,56,50,50,0,"Block Group 2, Census Tract 113, Barnstable County, Massachusetts",238,223,13,13,28,13,71,67,67,13
"G25000100113003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011300","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010113003",,,"Block Group 3, Census Tract 113, Barnstable County, Massachusetts",864,840,0,0,24,0,0,0,0,0,"Block Group 3, Census Tract 113, Barnstable County, Massachusetts",422,420,13,13,40,13,13,13,13,13
"G25000100114001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011400","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010114001",,,"Block Group 1, Census Tract 114, Barnstable County, Massachusetts",975,975,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 114, Barnstable County, Massachusetts",336,336,13,13,13,13,13,13,13,13
"G25000100114002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011400","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010114002",,,"Block Group 2, Census Tract 114, Barnstable County, Massachusetts",1080,972,32,76,0,0,0,0,0,0,"Block Group 2, Census Tract 114, Barnstable County, Massachusetts",304,256,49,95,13,13,13,13,13,13
"G25000100114003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011400","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010114003",,,"Block Group 3, Census Tract 114, Barnstable County, Massachusetts",158,158,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 114, Barnstable County, Massachusetts",171,171,13,13,13,13,13,13,13,13
"G25000100114004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011400","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010114004",,,"Block Group 4, Census Tract 114, Barnstable County, Massachusetts",855,727,0,0,53,0,75,0,0,0,"Block Group 4, Census Tract 114, Barnstable County, Massachusetts",283,247,13,13,82,13,126,13,13,13
"G25000100115001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011500","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010115001",,,"Block Group 1, Census Tract 115, Barnstable County, Massachusetts",297,285,0,0,0,0,0,12,0,12,"Block Group 1, Census Tract 115, Barnstable County, Massachusetts",129,130,13,13,13,13,13,21,13,21
"G25000100115002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011500","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010115002",,,"Block Group 2, Census Tract 115, Barnstable County, Massachusetts",882,868,0,0,0,0,0,14,0,14,"Block Group 2, Census Tract 115, Barnstable County, Massachusetts",223,226,13,13,13,13,13,23,13,23
"G25000100115003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011500","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010115003",,,"Block Group 3, Census Tract 115, Barnstable County, Massachusetts",427,422,0,0,5,0,0,0,0,0,"Block Group 3, Census Tract 115, Barnstable County, Massachusetts",184,183,13,13,10,13,13,13,13,13
"G25000100115004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011500","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010115004",,,"Block Group 4, Census Tract 115, Barnstable County, Massachusetts",789,752,13,0,0,0,0,24,9,15,"Block Group 4, Census Tract 115, Barnstable County, Massachusetts",210,196,20,13,13,13,13,28,12,25
"G25000100115005","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011500","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010115005",,,"Block Group 5, Census Tract 115, Barnstable County, Massachusetts",1162,644,148,0,0,0,50,320,275,45,"Block Group 5, Census Tract 115, Barnstable County, Massachusetts",395,259,141,13,13,13,64,290,290,67
"G25000100116001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010116001",,,"Block Group 1, Census Tract 116, Barnstable County, Massachusetts",1794,1552,190,0,0,0,16,36,13,23,"Block Group 1, Census Tract 116, Barnstable County, Massachusetts",381,346,135,13,13,13,24,36,18,37
"G25000100116002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011600","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010116002",,,"Block Group 2, Census Tract 116, Barnstable County, Massachusetts",619,611,0,0,8,0,0,0,0,0,"Block Group 2, Census Tract 116, Barnstable County, Massachusetts",263,261,13,13,15,13,13,13,13,13
"G25000100116003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011600","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010116003",,,"Block Group 3, Census Tract 116, Barnstable County, Massachusetts",520,520,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 116, Barnstable County, Massachusetts",207,207,13,13,13,13,13,13,13,13
"G25000100117001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011700","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010117001",,,"Block Group 1, Census Tract 117, Barnstable County, Massachusetts",691,638,18,0,0,8,24,3,0,3,"Block Group 1, Census Tract 117, Barnstable County, Massachusetts",144,145,23,13,13,13,24,5,13,5
"G25000100117002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011700","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010117002",,,"Block Group 2, Census Tract 117, Barnstable County, Massachusetts",532,532,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 117, Barnstable County, Massachusetts",181,181,13,13,13,13,13,13,13,13
"G25000100117003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011700","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010117003",,,"Block Group 3, Census Tract 117, Barnstable County, Massachusetts",675,656,19,0,0,0,0,0,0,0,"Block Group 3, Census Tract 117, Barnstable County, Massachusetts",172,170,30,13,13,13,13,13,13,13
"G25000100118011","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011801","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010118011",,,"Block Group 1, Census Tract 118.01, Barnstable County, Massachusetts",1337,1337,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 118.01, Barnstable County, Massachusetts",282,282,13,13,13,13,13,13,13,13
"G25000100118012","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011801","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010118012",,,"Block Group 2, Census Tract 118.01, Barnstable County, Massachusetts",882,873,0,0,9,0,0,0,0,0,"Block Group 2, Census Tract 118.01, Barnstable County, Massachusetts",172,172,13,13,15,13,13,13,13,13
"G25000100118021","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011802","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010118021",,,"Block Group 1, Census Tract 118.02, Barnstable County, Massachusetts",864,814,50,0,0,0,0,0,0,0,"Block Group 1, Census Tract 118.02, Barnstable County, Massachusetts",258,253,74,13,13,13,13,13,13,13
