GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010
"G25000100118022","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011802","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010118022",,,"Block Group 2, Census Tract 118.02, Barnstable County, Massachusetts",572,513,0,0,59,0,0,0,0,0,"Block Group 2, Census Tract 118.02, Barnstable County, Massachusetts",202,185,13,13,83,13,13,13,13,13
"G25000100118023","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011802","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010118023",,,"Block Group 3, Census Tract 118.02, Barnstable County, Massachusetts",1110,1036,0,0,67,0,7,0,0,0,"Block Group 3, Census Tract 118.02, Barnstable County, Massachusetts",329,309,13,13,99,13,12,13,13,13
"G25000100118024","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"011802","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010118024",,,"Block Group 4, Census Tract 118.02, Barnstable County, Massachusetts",1465,1448,0,0,0,0,0,17,0,17,"Block Group 4, Census Tract 118.02, Barnstable County, Massachusetts",383,382,13,13,13,13,13,27,13,27
"G25000100120011","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012001","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010120011",,,"Block Group 1, Census Tract 120.01, Barnstable County, Massachusetts",1693,1693,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 120.01, Barnstable County, Massachusetts",491,491,13,13,13,13,13,13,13,13
"G25000100120012","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012001","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010120012",,,"Block Group 2, Census Tract 120.01, Barnstable County, Massachusetts",1458,1243,74,0,0,0,141,0,0,0,"Block Group 2, Census Tract 120.01, Barnstable County, Massachusetts",464,448,89,13,13,13,153,13,13,13
"G25000100120013","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012001","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010120013",,,"Block Group 3, Census Tract 120.01, Barnstable County, Massachusetts",1371,1121,0,0,61,0,0,189,0,189,"Block Group 3, Census Tract 120.01, Barnstable County, Massachusetts",511,375,13,13,113,13,13,208,13,208
"G25000100120014","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012001","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010120014",,,"Block Group 4, Census Tract 120.01, Barnstable County, Massachusetts",1020,1002,2,0,0,0,16,0,0,0,"Block Group 4, Census Tract 120.01, Barnstable County, Massachusetts",351,356,3,13,13,13,27,13,13,13
"G25000100120021","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012002","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010120021",,,"Block Group 1, Census Tract 120.02, Barnstable County, Massachusetts",933,824,0,0,9,0,44,56,16,40,"Block Group 1, Census Tract 120.02, Barnstable County, Massachusetts",174,158,13,13,16,13,65,77,26,74
"G25000100120022","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012002","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010120022",,,"Block Group 2, Census Tract 120.02, Barnstable County, Massachusetts",967,845,2,0,33,0,1,86,40,46,"Block Group 2, Census Tract 120.02, Barnstable County, Massachusetts",316,309,4,13,52,13,3,118,60,60
"G25000100120023","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012002","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010120023",,,"Block Group 3, Census Tract 120.02, Barnstable County, Massachusetts",745,635,40,0,70,0,0,0,0,0,"Block Group 3, Census Tract 120.02, Barnstable County, Massachusetts",223,196,43,13,100,13,13,13,13,13
"G25000100121011","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012101","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121011",,,"Block Group 1, Census Tract 121.01, Barnstable County, Massachusetts",1518,1073,247,0,114,0,51,33,0,33,"Block Group 1, Census Tract 121.01, Barnstable County, Massachusetts",512,365,297,13,114,13,62,45,13,45
"G25000100121012","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012101","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121012",,,"Block Group 2, Census Tract 121.01, Barnstable County, Massachusetts",1177,656,0,0,0,0,389,132,0,132,"Block Group 2, Census Tract 121.01, Barnstable County, Massachusetts",560,361,13,13,13,13,336,167,13,167
"G25000100121013","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012101","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121013",,,"Block Group 3, Census Tract 121.01, Barnstable County, Massachusetts",821,703,118,0,0,0,0,0,0,0,"Block Group 3, Census Tract 121.01, Barnstable County, Massachusetts",291,246,155,13,13,13,13,13,13,13
"G25000100121014","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012101","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121014",,,"Block Group 4, Census Tract 121.01, Barnstable County, Massachusetts",895,754,141,0,0,0,0,0,0,0,"Block Group 4, Census Tract 121.01, Barnstable County, Massachusetts",386,357,144,13,13,13,13,13,13,13
"G25000100121015","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012101","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121015",,,"Block Group 5, Census Tract 121.01, Barnstable County, Massachusetts",1244,844,378,0,0,0,0,22,22,0,"Block Group 5, Census Tract 121.01, Barnstable County, Massachusetts",566,330,460,13,13,13,13,34,34,13
"G25000100121021","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012102","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121021",,,"Block Group 1, Census Tract 121.02, Barnstable County, Massachusetts",614,608,0,0,6,0,0,0,0,0,"Block Group 1, Census Tract 121.02, Barnstable County, Massachusetts",213,211,13,13,10,13,13,13,13,13
"G25000100121022","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012102","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121022",,,"Block Group 2, Census Tract 121.02, Barnstable County, Massachusetts",1064,872,90,45,0,0,17,40,0,40,"Block Group 2, Census Tract 121.02, Barnstable County, Massachusetts",272,237,121,55,13,13,31,57,13,57
"G25000100121023","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012102","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121023",,,"Block Group 3, Census Tract 121.02, Barnstable County, Massachusetts",680,635,0,0,7,0,0,38,2,36,"Block Group 3, Census Tract 121.02, Barnstable County, Massachusetts",236,237,13,13,12,13,13,45,6,44
"G25000100121024","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012102","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010121024",,,"Block Group 4, Census Tract 121.02, Barnstable County, Massachusetts",862,785,4,0,27,0,0,46,0,46,"Block Group 4, Census Tract 121.02, Barnstable County, Massachusetts",267,227,13,13,40,13,13,56,13,56
"G25000100122001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010122001",,,"Block Group 1, Census Tract 122, Barnstable County, Massachusetts",1383,1356,1,0,26,0,0,0,0,0,"Block Group 1, Census Tract 122, Barnstable County, Massachusetts",456,455,2,13,32,13,13,13,13,13
"G25000100122002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010122002",,,"Block Group 2, Census Tract 122, Barnstable County, Massachusetts",727,701,2,0,0,0,24,0,0,0,"Block Group 2, Census Tract 122, Barnstable County, Massachusetts",286,284,4,13,13,13,40,13,13,13
"G25000100122003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010122003",,,"Block Group 3, Census Tract 122, Barnstable County, Massachusetts",1903,1836,58,0,0,0,0,9,0,9,"Block Group 3, Census Tract 122, Barnstable County, Massachusetts",834,829,58,13,13,13,13,16,13,16
"G25000100122004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012200","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010122004",,,"Block Group 4, Census Tract 122, Barnstable County, Massachusetts",551,530,0,0,5,0,0,16,0,16,"Block Group 4, Census Tract 122, Barnstable County, Massachusetts",243,239,13,13,9,13,13,26,13,26
"G25000100125021","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012502","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010125021",,,"Block Group 1, Census Tract 125.02, Barnstable County, Massachusetts",619,523,0,0,37,0,59,0,0,0,"Block Group 1, Census Tract 125.02, Barnstable County, Massachusetts",205,184,13,13,65,13,69,13,13,13
"G25000100125022","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012502","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010125022",,,"Block Group 2, Census Tract 125.02, Barnstable County, Massachusetts",1160,760,350,50,0,0,0,0,0,0,"Block Group 2, Census Tract 125.02, Barnstable County, Massachusetts",390,224,286,80,13,13,13,13,13,13
"G25000100125023","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012502","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010125023",,,"Block Group 3, Census Tract 125.02, Barnstable County, Massachusetts",926,676,192,0,9,0,0,49,49,0,"Block Group 3, Census Tract 125.02, Barnstable County, Massachusetts",302,301,226,13,18,13,13,76,76,13
"G25000100125024","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012502","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010125024",,,"Block Group 4, Census Tract 125.02, Barnstable County, Massachusetts",831,754,59,0,0,0,18,0,0,0,"Block Group 4, Census Tract 125.02, Barnstable County, Massachusetts",397,394,64,13,13,13,27,13,13,13
"G25000100126011","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012601","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010126011",,,"Block Group 1, Census Tract 126.01, Barnstable County, Massachusetts",2327,2013,66,0,71,7,41,129,17,112,"Block Group 1, Census Tract 126.01, Barnstable County, Massachusetts",362,344,78,13,65,12,43,116,30,109
"G25000100126012","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012601","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010126012",,,"Block Group 2, Census Tract 126.01, Barnstable County, Massachusetts",986,703,241,0,0,0,14,28,9,19,"Block Group 2, Census Tract 126.01, Barnstable County, Massachusetts",346,332,171,13,13,13,22,37,23,28
"G25000100126021","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012602","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010126021",,,"Block Group 1, Census Tract 126.02, Barnstable County, Massachusetts",1327,1102,225,0,0,0,0,0,0,0,"Block Group 1, Census Tract 126.02, Barnstable County, Massachusetts",491,438,193,13,13,13,13,13,13,13
"G25000100126022","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012602","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010126022",,,"Block Group 2, Census Tract 126.02, Barnstable County, Massachusetts",1372,1255,25,0,0,0,87,5,3,2,"Block Group 2, Census Tract 126.02, Barnstable County, Massachusetts",680,663,30,13,13,13,126,5,4,5
"G25000100126023","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012602","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010126023",,,"Block Group 3, Census Tract 126.02, Barnstable County, Massachusetts",1426,469,339,0,0,0,26,592,553,39,"Block Group 3, Census Tract 126.02, Barnstable County, Massachusetts",753,233,302,13,13,13,41,723,717,52
"G25000100126024","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012602","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010126024",,,"Block Group 4, Census Tract 126.02, Barnstable County, Massachusetts",609,433,34,0,0,91,51,0,0,0,"Block Group 4, Census Tract 126.02, Barnstable County, Massachusetts",229,157,55,13,13,191,88,13,13,13
"G25000100127001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012700","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010127001",,,"Block Group 1, Census Tract 127, Barnstable County, Massachusetts",1471,1417,0,0,0,0,0,54,0,54,"Block Group 1, Census Tract 127, Barnstable County, Massachusetts",401,416,13,13,13,13,13,85,13,85
"G25000100127002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012700","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010127002",,,"Block Group 2, Census Tract 127, Barnstable County, Massachusetts",929,929,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 127, Barnstable County, Massachusetts",334,334,13,13,13,13,13,13,13,13
"G25000100127003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012700","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010127003",,,"Block Group 3, Census Tract 127, Barnstable County, Massachusetts",1066,672,0,0,0,0,173,221,221,0,"Block Group 3, Census Tract 127, Barnstable County, Massachusetts",615,242,13,13,13,13,228,276,276,13
"G25000100127004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012700","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010127004",,,"Block Group 4, Census Tract 127, Barnstable County, Massachusetts",1211,1003,0,0,0,0,33,175,1,174,"Block Group 4, Census Tract 127, Barnstable County, Massachusetts",348,311,13,13,13,13,50,171,3,170
"G25000100128001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012800","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010128001",,,"Block Group 1, Census Tract 128, Barnstable County, Massachusetts",482,458,7,0,11,0,0,6,0,6,"Block Group 1, Census Tract 128, Barnstable County, Massachusetts",134,138,13,13,22,13,13,10,13,10
"G25000100128002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012800","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010128002",,,"Block Group 2, Census Tract 128, Barnstable County, Massachusetts",1631,1535,48,0,18,0,23,7,0,7,"Block Group 2, Census Tract 128, Barnstable County, Massachusetts",678,676,72,13,27,13,37,13,13,13
"G25000100128003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012800","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010128003",,,"Block Group 3, Census Tract 128, Barnstable County, Massachusetts",1785,1646,18,40,0,0,12,69,0,69,"Block Group 3, Census Tract 128, Barnstable County, Massachusetts",296,300,26,46,13,13,21,92,13,92
"G25000100129001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012900","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010129001",,,"Block Group 1, Census Tract 129, Barnstable County, Massachusetts",897,755,0,1,46,0,36,59,14,45,"Block Group 1, Census Tract 129, Barnstable County, Massachusetts",230,182,13,2,64,13,37,45,22,31
"G25000100129002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012900","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010129002",,,"Block Group 2, Census Tract 129, Barnstable County, Massachusetts",1082,977,6,0,25,0,32,42,36,6,"Block Group 2, Census Tract 129, Barnstable County, Massachusetts",208,194,10,13,32,13,39,44,41,12
"G25000100129003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"012900","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010129003",,,"Block Group 3, Census Tract 129, Barnstable County, Massachusetts",2117,1735,0,0,22,0,0,360,341,19,"Block Group 3, Census Tract 129, Barnstable County, Massachusetts",603,330,13,13,23,13,13,504,502,30
"G25000100130021","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013002","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010130021",,,"Block Group 1, Census Tract 130.02, Barnstable County, Massachusetts",408,375,0,0,0,0,33,0,0,0,"Block Group 1, Census Tract 130.02, Barnstable County, Massachusetts",168,138,13,13,13,13,53,13,13,13
"G25000100130022","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013002","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010130022",,,"Block Group 2, Census Tract 130.02, Barnstable County, Massachusetts",349,335,14,0,0,0,0,0,0,0,"Block Group 2, Census Tract 130.02, Barnstable County, Massachusetts",125,122,30,13,13,13,13,13,13,13
"G25000100130023","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013002","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010130023",,,"Block Group 3, Census Tract 130.02, Barnstable County, Massachusetts",1007,854,30,24,0,0,0,99,66,33,"Block Group 3, Census Tract 130.02, Barnstable County, Massachusetts",248,230,46,36,13,13,13,104,67,46
"G25000100130024","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013002","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010130024",,,"Block Group 4, Census Tract 130.02, Barnstable County, Massachusetts",875,829,0,0,0,0,34,12,0,12,"Block Group 4, Census Tract 130.02, Barnstable County, Massachusetts",224,217,13,13,13,13,33,22,13,22
"G25000100131001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010131001",,,"Block Group 1, Census Tract 131, Barnstable County, Massachusetts",658,615,0,0,0,0,0,43,43,0,"Block Group 1, Census Tract 131, Barnstable County, Massachusetts",226,207,13,13,13,13,13,79,79,13
"G25000100131002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010131002",,,"Block Group 2, Census Tract 131, Barnstable County, Massachusetts",2214,2206,8,0,0,0,0,0,0,0,"Block Group 2, Census Tract 131, Barnstable County, Massachusetts",494,496,14,13,13,13,13,13,13,13
"G25000100131003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010131003",,,"Block Group 3, Census Tract 131, Barnstable County, Massachusetts",888,888,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 131, Barnstable County, Massachusetts",332,332,13,13,13,13,13,13,13,13
"G25000100131004","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010131004",,,"Block Group 4, Census Tract 131, Barnstable County, Massachusetts",1528,1370,158,0,0,0,0,0,0,0,"Block Group 4, Census Tract 131, Barnstable County, Massachusetts",440,423,226,13,13,13,13,13,13,13
"G25000100132001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010132001",,,"Block Group 1, Census Tract 132, Barnstable County, Massachusetts",772,715,57,0,0,0,0,0,0,0,"Block Group 1, Census Tract 132, Barnstable County, Massachusetts",217,200,92,13,13,13,13,13,13,13
"G25000100132002","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010132002",,,"Block Group 2, Census Tract 132, Barnstable County, Massachusetts",2626,2509,93,0,24,0,0,0,0,0,"Block Group 2, Census Tract 132, Barnstable County, Massachusetts",438,415,140,13,36,13,13,13,13,13
"G25000100132003","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010132003",,,"Block Group 3, Census Tract 132, Barnstable County, Massachusetts",1192,1192,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 132, Barnstable County, Massachusetts",488,488,13,13,13,13,13,13,13,13
"G25000100133001","2016-2020","MA",,,"Massachusetts","25","Barnstable County","001",,,"013300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250010133001",,,"Block Group 1, Census Tract 133, Barnstable County, Massachusetts",797,783,9,0,0,0,0,5,5,0,"Block Group 1, Census Tract 133, Barnstable County, Massachusetts",239,241,19,13,13,13,13,8,8,13
